t, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, 
87, -17.347202, -11.163541, 7.285718, 8.880535, -14.145982, 10.503954, -15.191259, 9.710945, 0.815980, -1.838581, 9.871222, -0.444575, -8.901424, -8.311356, -1.102341, -19.206945, 8.732472, -9.566679, -1.983208, -14.029027, 13.771034, 3.014107, -16.580687, 0.929857, 2.314748, -23.015655, 7.316101, 18.548992, -3.635657, 1.401209, 9.054327, -14.823968, 23.406750, -19.060261, -3.230557, 1.010922, 8.690536, 7.081349, 7.938654, -15.814030, -15.269338, -14.074047, -7.783129, -21.506627, 21.956275, 1.843753, 19.062987, 3.563860, 10.036103, -3.133537, -15.687806, 8.443370, -6.338150, 6.677838, -22.249341, 6.325156, 10.064103, 3.713564, 24.427327, -12.488210, -14.705055, -9.990029, 5.086262, 12.185132, 9.141867, 1.935044, 2.498141, -2.570275, -12.800026, -12.985697, 6.368857, -15.254071, -16.913840, 12.640306, 12.637739, 12.548825, 8.944822, 16.951646, 11.494696, -18.089080, -6.583772, -5.864279, -14.118363, -0.872684, 16.196404, -4.332530, 5.627531, -19.611627, 21.253661, 11.588024, -9.003640, -17.969307, -19.022682, 9.463408, 16.915381, 10.375423, -2.174923, 13.019801, -11.431740, 17.454880, 
88, -17.537479, -11.307683, 7.358486, 9.004880, -14.356990, 10.633977, -15.387755, 9.813269, 0.872654, -1.810689, 9.937984, -0.476662, -8.971842, -8.411687, -1.159971, -19.427838, 8.777828, -9.649449, -2.045725, -14.135092, 13.910896, 3.014249, -16.747412, 0.941432, 2.352186, -23.226711, 7.407260, 18.793773, -3.731072, 1.459422, 9.141974, -14.973016, 23.652441, -19.228899, -3.245610, 0.996626, 8.840822, 7.190094, 8.061386, -16.024846, -15.416496, -14.285113, -7.843735, -21.704007, 22.189757, 1.906037, 19.267811, 3.613627, 10.147943, -3.149428, -15.848761, 8.563476, -6.373867, 6.753481, -22.477777, 6.349074, 10.154675, 3.758066, 24.651950, -12.588113, -14.874026, -10.161679, 5.110911, 12.323727, 9.291277, 1.978877, 2.574272, -2.579137, -12.958289, -13.123538, 6.419502, -15.486784, -17.155144, 12.778019, 12.820765, 12.734019, 9.073748, 17.149347, 11.674543, -18.276892, -6.602485, -5.907200, -14.295476, -0.832883, 16.336499, -4.352659, 5.667323, -19.824566, 21.443343, 11.718821, -9.129124, -18.135510, -19.241392, 9.615049, 17.125492, 10.453075, -2.155760, 13.185866, -11.507661, 17.602935, 
89, -17.727757, -11.451825, 7.431253, 9.129225, -14.567998, 10.764000, -15.584252, 9.915592, 0.929328, -1.782796, 10.004746, -0.508749, -9.042259, -8.512017, -1.217602, -19.648731, 8.823184, -9.732218, -2.108241, -14.241156, 14.050758, 3.014390, -16.914136, 0.953006, 2.389625, -23.437768, 7.498418, 19.038553, -3.826487, 1.517635, 9.229621, -15.122063, 23.898131, -19.397537, -3.260662, 0.982330, 8.991107, 7.298840, 8.184119, -16.235662, -15.563655, -14.496178, -7.904342, -21.901387, 22.423238, 1.968321, 19.472635, 3.663394, 10.259782, -3.165319, -16.009715, 8.683583, -6.409584, 6.829123, -22.706213, 6.372993, 10.245247, 3.802567, 24.876573, -12.688016, -15.042997, -10.333330, 5.135561, 12.462321, 9.440686, 2.022709, 2.650402, -2.588000, -13.116551, -13.261380, 6.470147, -15.719496, -17.396448, 12.915731, 13.003791, 12.919212, 9.202674, 17.347048, 11.854389, -18.464704, -6.621198, -5.950120, -14.472590, -0.793082, 16.476594, -4.372788, 5.707114, -20.037505, 21.633025, 11.849618, -9.254609, -18.301712, -19.460102, 9.766690, 17.335604, 10.530728, -2.136596, 13.351931, -11.583582, 17.750990, 
90, -17.918034, -11.595967, 7.504020, 9.253571, -14.779006, 10.894023, -15.780749, 10.017916, 0.986003, -1.754904, 10.071507, -0.540836, -9.112677, -8.612347, -1.275233, -19.869624, 8.868540, -9.814987, -2.170758, -14.347221, 14.190620, 3.014532, -17.080861, 0.964581, 2.427064, -23.648825, 7.589576, 19.283333, -3.921902, 1.575848, 9.317268, -15.271111, 24.143822, -19.566175, -3.275715, 0.968034, 9.141393, 7.407585, 8.306852, -16.446479, -15.710813, -14.707244, -7.964949, -22.098767, 22.656719, 2.030604, 19.677459, 3.713161, 10.371621, -3.181210, -16.170670, 8.803689, -6.445301, 6.904766, -22.934649, 6.396911, 10.335818, 3.847069, 25.101196, -12.787919, -15.211968, -10.504981, 5.160211, 12.600916, 9.590096, 2.066542, 2.726532, -2.596863, -13.274814, -13.399221, 6.520792, -15.952209, -17.637752, 13.053444, 13.186817, 13.104406, 9.331599, 17.544749, 12.034235, -18.652517, -6.639911, -5.993041, -14.649703, -0.753281, 16.616690, -4.392918, 5.746905, -20.250444, 21.822708, 11.980414, -9.380093, -18.467915, -19.678812, 9.918331, 17.545715, 10.608380, -2.117432, 13.517995, -11.659503, 17.899045, 
91, -18.108311, -11.740109, 7.576788, 9.377916, -14.990014, 11.024046, -15.977245, 10.120239, 1.042677, -1.727012, 10.138269, -0.572923, -9.183095, -8.712677, -1.332864, -20.090517, 8.913896, -9.897756, -2.233274, -14.453285, 14.330482, 3.014673, -17.247586, 0.976155, 2.464503, -23.859881, 7.680734, 19.528113, -4.017318, 1.634062, 9.404915, -15.420159, 24.389512, -19.734813, -3.290768, 0.953739, 9.291679, 7.516331, 8.429585, -16.657295, -15.857971, -14.918310, -8.025556, -22.296147, 22.890200, 2.092888, 19.882282, 3.762928, 10.483461, -3.197101, -16.331625, 8.923795, -6.481018, 6.980408, -23.163084, 6.420830, 10.426390, 3.891570, 25.325819, -12.887821, -15.380939, -10.676632, 5.184861, 12.739511, 9.739506, 2.110375, 2.802662, -2.605726, -13.433077, -13.537063, 6.571437, -16.184922, -17.879056, 13.191156, 13.369842, 13.289599, 9.460525, 17.742450, 12.214082, -18.840329, -6.658623, -6.035962, -14.826816, -0.713480, 16.756785, -4.413047, 5.786697, -20.463383, 22.012390, 12.111211, -9.505578, -18.634118, -19.897522, 10.069972, 17.755827, 10.686033, -2.098269, 13.684060, -11.735425, 18.047100, 
92, -18.298589, -11.884251, 7.649555, 9.502261, -15.201022, 11.154069, -16.173742, 10.222563, 1.099351, -1.699119, 10.205031, -0.605010, -9.253513, -8.813008, -1.390495, -20.311410, 8.959252, -9.980526, -2.295791, -14.559350, 14.470344, 3.014815, -17.414310, 0.987730, 2.501942, -24.070938, 7.771892, 19.772894, -4.112733, 1.692275, 9.492562, -15.569206, 24.635203, -19.903451, -3.305821, 0.939443, 9.441964, 7.625076, 8.552318, -16.868111, -16.005129, -15.129375, -8.086163, -22.493527, 23.123682, 2.155172, 20.087106, 3.812696, 10.595300, -3.212992, -16.492580, 9.043901, -6.516735, 7.056050, -23.391520, 6.444748, 10.516962, 3.936071, 25.550442, -12.987724, -15.549910, -10.848283, 5.209511, 12.878106, 9.888916, 2.154207, 2.878793, -2.614588, -13.591340, -13.674904, 6.622082, -16.417635, -18.120360, 13.328869, 13.552868, 13.474793, 9.589451, 17.940151, 12.393928, -19.028141, -6.677336, -6.078883, -15.003930, -0.673680, 16.896880, -4.433176, 5.826488, -20.676322, 22.202073, 12.242008, -9.631062, -18.800321, -20.116232, 10.221612, 17.965938, 10.763685, -2.079105, 13.850125, -11.811346, 18.195155, 
93, -18.488866, -12.028393, 7.722323, 9.626606, -15.412030, 11.284092, -16.370238, 10.324886, 1.156025, -1.671227, 10.271793, -0.637097, -9.323931, -8.913338, -1.448125, -20.532303, 9.004608, -10.063295, -2.358307, -14.665415, 14.610206, 3.014957, -17.581035, 0.999305, 2.539381, -24.281994, 7.863050, 20.017674, -4.208148, 1.750488, 9.580209, -15.718254, 24.880893, -20.072090, -3.320874, 0.925147, 9.592250, 7.733822, 8.675051, -17.078928, -16.152288, -15.340441, -8.146769, -22.690908, 23.357163, 2.217455, 20.291930, 3.862463, 10.707139, -3.228882, -16.653535, 9.164007, -6.552452, 7.131693, -23.619956, 6.468667, 10.607534, 3.980573, 25.775065, -13.087627, -15.718881, -11.019933, 5.234161, 13.016700, 10.038326, 2.198040, 2.954923, -2.623451, -13.749603, -13.812746, 6.672727, -16.650348, -18.361664, 13.466581, 13.735894, 13.659986, 9.718376, 18.137852, 12.573775, -19.215954, -6.696049, -6.121803, -15.181043, -0.633879, 17.036976, -4.453305, 5.866280, -20.889260, 22.391755, 12.372805, -9.756547, -18.966524, -20.334942, 10.373253, 18.176050, 10.841338, -2.059941, 14.016190, -11.887267, 18.343210, 
94, -18.679144, -12.172535, 7.795090, 9.750952, -15.623037, 11.414115, -16.566735, 10.427210, 1.212700, -1.643335, 10.338555, -0.669183, -9.394349, -9.013668, -1.505756, -20.753196, 9.049964, -10.146064, -2.420824, -14.771479, 14.750068, 3.015098, -17.747760, 1.010879, 2.576819, -24.493051, 7.954209, 20.262454, -4.303563, 1.808702, 9.667856, -15.867301, 25.126584, -20.240728, -3.335927, 0.910851, 9.742536, 7.842567, 8.797784, -17.289744, -16.299446, -15.551506, -8.207376, -22.888288, 23.590644, 2.279739, 20.496754, 3.912230, 10.818979, -3.244773, -16.814490, 9.284113, -6.588169, 7.207335, -23.848391, 6.492585, 10.698106, 4.025074, 25.999688, -13.187530, -15.887852, -11.191584, 5.258811, 13.155295, 10.187735, 2.241872, 3.031053, -2.632314, -13.907866, -13.950587, 6.723373, -16.883061, -18.602968, 13.604294, 13.918920, 13.845180, 9.847302, 18.335553, 12.753621, -19.403766, -6.714762, -6.164724, -15.358156, -0.594078, 17.177071, -4.473434, 5.906071, -21.102199, 22.581437, 12.503601, -9.882031, -19.132727, -20.553652, 10.524894, 18.386161, 10.918990, -2.040778, 14.182255, -11.963188, 18.491266, 
95, -18.869421, -12.316677, 7.867857, 9.875297, -15.834045, 11.544138, -16.763231, 10.529534, 1.269374, -1.615442, 10.405316, -0.701270, -9.464767, -9.113998, -1.563387, -20.974090, 9.095320, -10.228833, -2.483340, -14.877544, 14.889930, 3.015240, -17.914485, 1.022454, 2.614258, -24.704107, 8.045367, 20.507235, -4.398978, 1.866915, 9.755503, -16.016349, 25.372274, -20.409366, -3.350979, 0.896556, 9.892821, 7.951313, 8.920517, -17.500560, -16.446604, -15.762572, -8.267983, -23.085668, 23.824125, 2.342023, 20.701578, 3.961997, 10.930818, -3.260664, -16.975445, 9.404219, -6.623886, 7.282977, -24.076827, 6.516504, 10.788678, 4.069575, 26.224311, -13.287432, -16.056823, -11.363235, 5.283461, 13.293890, 10.337145, 2.285705, 3.107183, -2.641177, -14.066129, -14.088429, 6.774018, -17.115774, -18.844272, 13.742006, 14.101946, 14.030373, 9.976228, 18.533254, 12.933467, -19.591578, -6.733475, -6.207645, -15.535270, -0.554277, 17.317166, -4.493564, 5.945863, -21.315138, 22.771120, 12.634398, -10.007516, -19.298930, -20.772362, 10.676535, 18.596272, 10.996642, -2.021614, 14.348320, -12.039109, 18.639321, 
96, -19.059699, -12.460818, 7.940625, 9.999642, -16.045053, 11.674161, -16.959728, 10.631857, 1.326048, -1.587550, 10.472078, -0.733357, -9.535185, -9.214329, -1.621018, -21.194983, 9.140676, -10.311603, -2.545857, -14.983608, 15.029792, 3.015382, -18.081209, 1.034028, 2.651697, -24.915164, 8.136525, 20.752015, -4.494394, 1.925128, 9.843150, -16.165397, 25.617965, -20.578004, -3.366032, 0.882260, 10.043107, 8.060058, 9.043250, -17.711377, -16.593762, -15.973638, -8.328590, -23.283048, 24.057607, 2.404307, 20.906402, 4.011764, 11.042657, -3.276555, -17.136400, 9.524326, -6.659603, 7.358620, -24.305263, 6.540422, 10.879250, 4.114077, 26.448934, -13.387335, -16.225794, -11.534886, 5.308110, 13.432485, 10.486555, 2.329538, 3.183313, -2.650039, -14.224392, -14.226270, 6.824663, -17.348487, -19.085576, 13.879718, 14.284972, 14.215567, 10.105154, 18.730955, 13.113314, -19.779391, -6.752187, -6.250566, -15.712383, -0.514476, 17.457261, -4.513693, 5.985654, -21.528077, 22.960802, 12.765195, -10.133000, -19.465133, -20.991072, 10.828176, 18.806384, 11.074295, -2.002451, 14.514384, -12.115030, 18.787376, 
97, -19.249976, -12.604960, 8.013392, 10.123987, -16.256061, 11.804184, -17.156225, 10.734181, 1.382723, -1.559658, 10.538840, -0.765444, -9.605602, -9.314659, -1.678649, -21.415876, 9.186032, -10.394372, -2.608373, -15.089673, 15.169654, 3.015523, -18.247934, 1.045603, 2.689136, -25.126221, 8.227683, 20.996795, -4.589809, 1.983341, 9.930797, -16.314444, 25.863655, -20.746642, -3.381085, 0.867964, 10.193393, 8.168804, 9.165983, -17.922193, -16.740921, -16.184703, -8.389197, -23.480428, 24.291088, 2.466590, 21.111226, 4.061531, 11.154497, -3.292446, -17.297355, 9.644432, -6.695320, 7.434262, -24.533698, 6.564341, 10.969822, 4.158578, 26.673557, -13.487238, -16.394765, -11.706537, 5.332760, 13.571079, 10.635965, 2.373370, 3.259444, -2.658902, -14.382655, -14.364112, 6.875308, -17.581200, -19.326880, 14.017431, 14.467998, 14.400760, 10.234079, 18.928656, 13.293160, -19.967203, -6.770900, -6.293486, -15.889496, -0.474675, 17.597357, -4.533822, 6.025446, -21.741016, 23.150484, 12.895992, -10.258485, -19.631336, -21.209782, 10.979817, 19.016495, 11.151947, -1.983287, 14.680449, -12.190951, 18.935431, 
98, -19.440254, -12.749102, 8.086160, 10.248333, -16.467069, 11.934207, -17.352721, 10.836504, 1.439397, -1.531765, 10.605602, -0.797531, -9.676020, -9.414989, -1.736279, -21.636769, 9.231388, -10.477141, -2.670890, -15.195737, 15.309516, 3.015665, -18.414659, 1.057178, 2.726575, -25.337277, 8.318841, 21.241575, -4.685224, 2.041555, 10.018444, -16.463492, 26.109346, -20.915280, -3.396138, 0.853668, 10.343678, 8.277549, 9.288716, -18.133010, -16.888079, -16.395769, -8.449804, -23.677808, 24.524569, 2.528874, 21.316049, 4.111298, 11.266336, -3.308337, -17.458310, 9.764538, -6.731036, 7.509905, -24.762134, 6.588259, 11.060394, 4.203079, 26.898180, -13.587141, -16.563736, -11.878187, 5.357410, 13.709674, 10.785375, 2.417203, 3.335574, -2.667765, -14.540918, -14.501953, 6.925953, -17.813913, -19.568184, 14.155143, 14.651024, 14.585954, 10.363005, 19.126357, 13.473007, -20.155015, -6.789613, -6.336407, -16.066609, -0.434874, 17.737452, -4.553951, 6.065237, -21.953955, 23.340167, 13.026788, -10.383969, -19.797538, -21.428492, 11.131457, 19.226607, 11.229600, -1.964123, 14.846514, -12.266872, 19.083486, 
99, -19.630531, -12.893244, 8.158927, 10.372678, -16.678077, 12.064230, -17.549218, 10.938828, 1.496071, -1.503873, 10.672364, -0.829618, -9.746438, -9.515319, -1.793910, -21.857662, 9.276743, -10.559910, -2.733406, -15.301802, 15.449378, 3.015806, -18.581384, 1.068752, 2.764014, -25.548334, 8.410000, 21.486356, -4.780639, 2.099768, 10.106091, -16.612540, 26.355036, -21.083918, -3.411191, 0.839372, 10.493964, 8.386295, 9.411449, -18.343826, -17.035237, -16.606834, -8.510410, -23.875188, 24.758050, 2.591158, 21.520873, 4.161066, 11.378175, -3.324228, -17.619265, 9.884644, -6.766753, 7.585547, -24.990570, 6.612178, 11.150966, 4.247581, 27.122803, -13.687044, -16.732707, -12.049838, 5.382060, 13.848269, 10.934784, 2.461035, 3.411704, -2.676627, -14.699180, -14.639795, 6.976598, -18.046626, -19.809488, 14.292856, 14.834050, 14.771147, 10.491931, 19.324058, 13.652853, -20.342828, -6.808326, -6.379328, -16.243723, -0.395074, 17.877547, -4.574081, 6.105028, -22.166893, 23.529849, 13.157585, -10.509454, -19.963741, -21.647202, 11.283098, 19.436718, 11.307252, -1.944960, 15.012579, -12.342793, 19.231541, 
100, -19.820809, -13.037386, 8.231694, 10.497023, -16.889085, 12.194253, -17.745714, 11.041151, 1.552746, -1.475980, 10.739125, -0.861705, -9.816856, -9.615650, -1.851541, -22.078555, 9.322099, -10.642680, -2.795923, -15.407866, 15.589240, 3.015948, -18.748108, 1.080327, 2.801452, -25.759390, 8.501158, 21.731136, -4.876054, 2.157981, 10.193738, -16.761587, 26.600727, -21.252557, -3.426243, 0.825077, 10.644250, 8.495040, 9.534182, -18.554642, -17.182395, -16.817900, -8.571017, -24.072568, 24.991532, 2.653442, 21.725697, 4.210833, 11.490015, -3.340119, -17.780220, 10.004750, -6.802470, 7.661189, -25.219006, 6.636097, 11.241537, 4.292082, 27.347426, -13.786946, -16.901677, -12.221489, 5.406710, 13.986864, 11.084194, 2.504868, 3.487834, -2.685490, -14.857443, -14.777636, 7.027243, -18.279338, -20.050792, 14.430568, 15.017076, 14.956341, 10.620856, 19.521759, 13.832699, -20.530640, -6.827039, -6.422249, -16.420836, -0.355273, 18.017643, -4.594210, 6.144820, -22.379832, 23.719531, 13.288382, -10.634938, -20.129944, -21.865912, 11.434739, 19.646830, 11.384904, -1.925796, 15.178644, -12.418714, 19.379596, 
